,id,category
54,DB00401,"Agents causing hyperkalemia; Antiarrhythmic agents; Antihypertensive Agents; Antihypertensive Agents Indicated for Hypertension; Bradycardia-Causing Agents; Calcium Channel Blockers; Calcium Channel Blockers (Dihydropyridine); Calcium-Regulating Hormones and Agents; Cardiovascular Agents; Cardiovascular System; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 CYP3A7 Substrates; Cytochrome P-450 Substrates; Decreased Blood Pressure; Dihydropyridine Derivatives; Dihydropyridines; Drugs causing inadvertant photosensitivity; Drugs that are Mainly Renally Excreted; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hypotensive Agents; Membrane Transport Modulators; P-glycoprotein inhibitors; Photosensitizing Agents; Pyridines; Selective Calcium Channel Blockers With Mainly Vascular Effects; Vasodilating Agents"
55,DB00405,"Antihistamines for Systemic Use; Central Nervous System Depressants; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Histamine Agents; Histamine Antagonists; Histamine H1 Antagonists; Neurotransmitter Agents; Potential QTc-Prolonging Agents; Pyridines; QTc Prolonging Agents; Respiratory System; Substituted Alkylamines"
56,DB00409,"Acids, Carbocyclic; Amides; Antipsychotic Agents; Benzamides and benzamide derivatives; Benzene Derivatives; Benzoates; Bromobenzoates; Carboxylic Acids; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Dopamine Agents; Dopamine Antagonists; Dopamine D2 Receptor Antagonists; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Nervous System; Neurotoxic agents; Neurotransmitter Agents; Psycholeptics; Psychotropic Drugs; Tranquilizing Agents"
57,DB00414,"Alimentary Tract and Metabolism; Amides; Benzene Derivatives; Benzenesulfonamides; Blood Glucose Lowering Agents; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 Substrates; Drugs Used in Diabetes; Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Insulin Secretagogues; Oral Hypoglycemics; Sulfonamides; Sulfones; Sulfonylureas; Sulfur Compounds"
58,DB00447,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; beta-Lactams; Cephalosporins; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Lactams; Nephrotoxic agents; Second-Generation Cephalosporins; Sulfur Compounds; Thiazines"
59,DB00453,"Agents that produce neuromuscular block (indirect); Anti-Bacterial Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Naphthacenes; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic; Tetracyclines"
60,DB00488,"Alkylating Activity; Alkylating Drugs; Antineoplastic Agents; Antineoplastic Agents, Alkylating; Antineoplastic and Immunomodulating Agents; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Immunosuppressive Agents; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Noxae; Toxic Actions; Triazines"
61,DB00491,"Alimentary Tract and Metabolism; Alkaloids; Blood Glucose Lowering Agents; Carbohydrates; Drugs Used in Diabetes; Enzyme Inhibitors; Glycoside Hydrolase Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hypoglycemia-Associated Agents; Imines; Imino Pyranoses; Imino Sugars; Oral Hypoglycemics; Piperidines"
62,DB00508,"Agents producing tachycardia; Anticholinergic Agents; Antidepressive Agents; Antiemetics; Antipsychotic Agents; Autonomic Agents; Central Nervous System Agents; Central Nervous System Depressants; Cholinesterase Inhibitors; Dopamine Agents; Dopamine Antagonists; Dopamine D2 Receptor Antagonists; Gastrointestinal Agents; Heterocyclic Compounds; Heterocyclic Compounds, 3-Ring; Heterocyclic Compounds, Fused-Ring; Muscarinic Antagonists; Nervous System; Neurotoxic agents; Neurotransmitter Agents; P-glycoprotein inhibitors; Peripheral Nervous System Agents; Phenothiazines; Phenothiazines With Aliphatic Side-Chain; Psycholeptics; Psychotropic Drugs; Serotonin 5-HT2 Receptor Antagonists; Serotonin Agents; Serotonin Receptor Antagonists; Sulfur Compounds; Tranquilizing Agents"
63,DB00511,"Antiarrhythmic agents; Carbohydrates; Cardanolides; Cardenolides; Cardiac Glycosides; Cardiac Therapy; Cardiotonic Agents; Cardiovascular Agents; Cardiovascular System; Compounds used in a research, industrial, or household setting; Digitalis Glycosides; Enzyme Inhibitors; Fused-Ring Compounds; Glycosides; Polycyclic Compounds; Protective Agents; Steroids"
64,DB00513,"Acids, Acyclic; Amino Acids; Amino Acids, Peptides, and Proteins; Aminocaproates; Antifibrinolytic Agents; Blood and Blood Forming Organs; Caproates; Carboxylic Acids; Coagulants; Decreased Fibrinolysis; Fibrin Modulating Agents; Hematologic Agents; Hemostatics"
65,DB00518,"Acids, Acyclic; Anthelmintics; Anti-Infective Agents; Anticestodal Agents; Antihelminthic; Antimitotic Agents; Antinematodal Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antiplatyhelmintic Agents; Benzimidazole Derivatives; Benzimidazoles; Carbamates; Carboxylic Acids; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strong); Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A4 Substrates (strength unknown); Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Substrates; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Mitosis Modulators; P-glycoprotein substrates; Tubulin Modulators"
66,DB00522,"Acids, Carbocyclic; Aminobenzoates; Benzene Derivatives; Benzoates; Carboxylic Acids; Compounds used in a research, industrial, or household setting; Diagnostic Agents; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Indicators and Reagents; Laboratory Chemicals; Pancreatic Function Tests; Tests for Pancreatic Function"
67,DB00534,Alkylmercury Compounds; Organomercury Compounds; Organometallic Compounds
68,DB00536,Acetylcholine Releasing Agent; Amidines; Guanidines; Increased Acetylcholine Activity; MATE 1 Substrates; MATE 2 Substrates; MATE substrates; OAT3/SLC22A8 Inhibitors; OCT1 inhibitors; OCT2 Inhibitors
69,DB00543,"Adrenergic Agents; Adrenergic alpha-1 Receptor Antagonists; Adrenergic alpha-Antagonists; Adrenergic Antagonists; Adrenergic Uptake Inhibitors; Agents producing tachycardia; Agents that produce hypertension; Agents that reduce seizure threshold; Anticholinergic Agents; Antidepressive Agents; Antidepressive Agents Indicated for Depression; Antidepressive Agents, Tetracyclic; Antidepressive Agents, Tricyclic; Antipsychotic Agents; Central Nervous System Agents; Central Nervous System Depressants; Combined Inhibitors of Serotonin/Norepinephrine Reuptake; Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (strength unknown); Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Dibenzoxazepines; Dopamine Agents; Dopamine Antagonists; Dopamine D2 Receptor Antagonists; Heterocyclic Compounds; Heterocyclic Compounds, 3-Ring; Heterocyclic Compounds, Fused-Ring; Histamine Antagonists; Histamine H1 Antagonists; Membrane Transport Modulators; Muscarinic Antagonists; Narrow Therapeutic Index Drugs; Nervous System; Neurotoxic agents; Neurotransmitter Agents; Neurotransmitter Uptake Inhibitors; Non-Selective Monoamine Reuptake Inhibitors; P-glycoprotein inhibitors; Potential QTc-Prolonging Agents; Psychoanaleptics; Psychotropic Drugs; QTc Prolonging Agents; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome; Serotonin 5-HT1 Receptor Antagonists; Serotonin 5-HT1A Receptor Antagonists; Serotonin 5-HT2 Receptor Antagonists; Serotonin 5-HT2A Receptor Antagonists; Serotonin 5-HT2C Receptor Antagonists; Serotonin Agents; Serotonin Modulators; Serotonin Receptor Antagonists"
70,DB00546,"Anti-Anxiety Agents; Antidepressive Agents; Benzazepines; Benzodiazepines and benzodiazepine derivatives; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Nervous System; Psycholeptics; Psychotropic Drugs; Triazolobenzodiazepines"
71,DB00551,Amines; Carboxylic Acids; Enzyme Inhibitors; Genito Urinary System and Sex Hormones; Hydroxy Acids; Hydroxylamines; Urease Inhibitor; Urease Inhibitors; Urologicals
72,DB00552,"Adenosine Deaminase Inhibitors; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Cancer immunotherapy; Cardiotoxic antineoplastic agents; Coformycin; Deoxyribonucleosides; Drugs that are Mainly Renally Excreted; Drugs that are Mainly Renally Excreted with a Narrow Therapeutic Index; Enzyme Inhibitors; Formycins; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Immunosuppressive Agents; Immunotherapy; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Nucleic Acid Synthesis Inhibitors; Nucleic Acids, Nucleotides, and Nucleosides; Nucleoside Metabolic Inhibitor; Nucleosides; Pyrimidine Nucleosides; Pyrimidines"
73,DB00573,"Acids, Carbocyclic; Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Anti-Inflammatory Agents, Non-Steroidal (Non-Selective); Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; Antirheumatic Agents; Arylpropionic acid NSAIDS; Carboxylic Acids; Cyclooxygenase Inhibitors; Enzyme Inhibitors; Musculo-Skeletal System; Nephrotoxic agents; Non COX-2 selective NSAIDS; Peripheral Nervous System Agents; Phenylpropionates; Propionates; Sensory System Agents"
74,DB00578,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Beta-Lactam Antibacterials; beta-Lactams; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Lactams; OAT1/SLC22A6 inhibitors; Penicillin G; Penicillins; Penicillins With Extended Spectrum; Sulfur Compounds"
75,DB00580,"Agents causing hyperkalemia; Agents that produce hypertension; Amides; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; Antirheumatic Agents; Azoles; Benzene Derivatives; COX-2 Inhibitors; Cyclooxygenase Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (weak); Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Enzyme Inhibitors; Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Musculo-Skeletal System; Nephrotoxic agents; Peripheral Nervous System Agents; Selective Cyclooxygenase 2 Inhibitors (NSAIDs); Sensory System Agents; Sulfonamides; Sulfones; Sulfur Compounds; UGT1A9 Substrates"
76,DB00595,"Agents that produce neuromuscular block (indirect); Alimentary Tract and Metabolism; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antibiotics for Topical Use; Antiinfectives and Antiseptics for Local Oral Treatment; Antiinfectives for Systemic Use; Dermatologicals; Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Naphthacenes; OAT1/SLC22A6 inhibitors; OAT3/SLC22A8 Inhibitors; OAT3/SLC22A8 Substrates; Ophthalmologicals; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic; Sensory Organs; Stomatological Preparations; Tetracyclines"
77,DB00607,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Beta-Lactam Antibacterials; Beta-Lactamase Resistant Penicillins; beta-Lactams; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (moderate); Cytochrome P-450 CYP3A4 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Lactams; OAT1/SLC22A6 inhibitors; Penicillins; Sulfur Compounds"
78,DB00609,"Acids, Heterocyclic; Agents that modify thyroid function; Anti-Bacterial Agents; Anti-Infective Agents; Antiinfectives for Systemic Use; Antimycobacterials; Drugs causing inadvertant photosensitivity; Drugs for Treatment of Tuberculosis; Fatty Acid Synthesis Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hypolipidemic Agents; Isonicotinic Acids; Photosensitizing Agents; Pyridines; Thiocarbamide Derivatives"
79,DB00610,Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-1 Receptor Agonists; Adrenergic alpha-Agonists; Adrenergic and Dopaminergic Agents; Agents producing tachycardia; Agents that produce hypertension; Alcohols; Amines; Amino Alcohols; Autonomic Agents; Cardiac Stimulants Excl. Cardiac Glycosides; Cardiac Therapy; Cardiovascular Agents; Cardiovascular System; Neurotransmitter Agents; Peripheral Nervous System Agents; Propanolamines; Propanols; Sympathomimetics; Vasoconstrictor Agents
80,DB00618,"Agents that produce neuromuscular block (indirect); Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antibiotics for Topical Use; Antiinfectives for Systemic Use; Dermatologicals; Drugs causing inadvertant photosensitivity; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Naphthacenes; Photosensitizing Agents; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic; Tetracyclines"
81,DB00647,"Acids, Acyclic; Agents that reduce seizure threshold; Analgesics; Carboxylic Acids; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (strength unknown); Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Diphenylheptane opioids; Diphenylpropylamine Derivatives; High-risk opioids; Narcotics; Nervous System; Opioid Agonist; Opioids; Peripheral Nervous System Agents; Propionates; Sensory System Agents; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome"
82,DB00651,"Anti-Asthmatic Agents; Autonomic Agents; Bronchodilator Agents; Cardiovascular Agents; Drugs for Obstructive Airway Diseases; Drugs that are Mainly Renally Excreted; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Peripheral Nervous System Agents; Phosphodiesterase Inhibitors; Purines; Purinones; Respiratory System; Respiratory System Agents; Vasodilating Agents; Xanthine derivatives; Xanthines and Adrenergics"
83,DB00664,"Amides; Amines; Aniline Compounds; Anti-Infective Agents; Anti-Infective Agents, Urinary; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antiprotozoals; Benzene Derivatives; Benzenesulfonamides; Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Long-Acting Antibacterial Sulfonamides; Sulfanilamides; Sulfonamides; Sulfonamides and trimethoprim; Sulfones; Sulfur Compounds"
84,DB00670,"Agents producing tachycardia; Alimentary Tract and Metabolism; Anti-Ulcer Agents; Anticholinergic Agents; Benzazepines; Benzodiazepinones; Cholinergic Agents; Drugs for Acid Related Disorders; Drugs for Peptic Ulcer and Gastro-Oesophageal Reflux Disease (Gord); Gastrointestinal Agents; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Muscarinic Antagonists; Neurotransmitter Agents"
85,DB00685,"Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (weak); Cytochrome P-450 Enzyme Inhibitors; Drugs causing inadvertant photosensitivity; Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Highest Risk QTc-Prolonging Agents; Photosensitizing Agents; QTc Prolonging Agents; Quinolines; Quinolones; Topoisomerase II Inhibitors; Topoisomerase Inhibitors"
86,DB00699,"Adrenergic Agents; Adrenergic alpha-1 Receptor Antagonists; Adrenergic alpha-Antagonists; Adrenergic Antagonists; Agents that produce hypertension; Alkaloids; Cardiovascular Agents; Cardiovascular System; Central Nervous System Agents; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 Substrates; Ergolines; Ergot Alkaloids and Derivatives; Heterocyclic Compounds; Heterocyclic Compounds with 4 or More Rings; Heterocyclic Compounds, Fused-Ring; Neurotransmitter Agents; Nootropic Agents; Peripheral Vasodilators; Vasodilating Agents"
87,DB00702,"Biopolymers; Carbohydrates; Compounds used in a research, industrial, or household setting; Dialysis Solutions; Glucans; Macromolecular Substances; Pharmaceutical Preparations; Pharmaceutical Solutions; Polymers; Polysaccharides; Solutions"
88,DB00710,Agents Causing Muscle Toxicity; Bisphosphonates; Bone Density Conservation Agents; Drugs Affecting Bone Structure and Mineralization; Drugs for Treatment of Bone Diseases; Musculo-Skeletal System; Organophosphonates; Organophosphorus Compounds; Potential QTc-Prolonging Agents; QTc Prolonging Agents
